1,308.787
5, 50.454
10,27.052
15,22.884
20,16.008
25,13.816
30,13.559
35,11.661
40, 11.12
45,10.547
50,11.625
55,11.796
60,11.926
65,12.673
70,13.099
75,16.092
80,27.083

